Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,Mis,Dis,Rec,Prog,Matches,-9999
164,Youssouph Badji,sn SEN,FWMF,Brest,fr Ligue 1,19,2001,1.5,44,0,0,16,28,7,44,0,0,,4,1,35,11,Matches,6a2b9aee
165,Miguel Baeza,es ESP,DF,Celta Vigo,es La Liga,21,2000,0.0,5,0,0,3,2,0,5,0,0,,0,0,4,0,Matches,a98f3cbf
166,Nicola Bagnolini,it ITA,GK,Bologna,it Serie A,17,2004,0.0,4,4,4,0,0,0,4,0,0,,0,0,0,0,Matches,ad263695
167,Issa Bah,lu LUX,FW,Venezia,it Serie A,19,2002,0.1,8,0,1,6,1,0,8,0,0,,0,2,5,2,Matches,956a78ea
168,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,29,1992,12.2,350,6,23,182,150,33,350,7,14,50.0,40,17,249,77,Matches,5046b7d4
169,Leon Bailey,jm JAM,MFFW,Aston Villa,eng Premier League,23,1997,8.5,349,3,30,122,205,34,349,13,29,44.8,33,24,237,37,Matches,3a233281
170,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,27,1994,2.4,113,25,73,37,3,0,113,0,1,0.0,3,1,59,0,Matches,a1232f4e
171,Dénys Bain,fr FRA,DF,Brest,fr Ligue 1,28,1993,2.0,97,16,46,51,1,1,97,0,0,,0,0,65,0,Matches,5065d67d
172,Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,19,2001,5.7,204,167,202,2,0,0,204,0,0,,0,0,68,0,Matches,be13e5a8
173,Nedim Bajrami,al ALB,MFFW,Empoli,it Serie A,22,1999,22.8,1102,10,77,439,605,88,1099,42,71,59.2,55,34,737,128,Matches,f42d6c13
174,Cédric Bakambu,cd COD,FWMF,Marseille,fr Ligue 1,30,1991,4.0,113,2,8,34,71,28,113,1,2,50.0,10,1,82,29,Matches,0af4dcf0
175,Abdoulaye Bakayoko,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2002,3.4,196,15,109,89,1,1,196,4,5,80.0,6,2,91,0,Matches,ee95585f
176,Tiemoué Bakayoko,fr FRA,MF,Milan,it Serie A,26,1994,5.6,372,16,83,236,57,4,372,4,7,57.1,3,4,240,1,Matches,59bf127b
177,Mitchel Bakker,nl NED,DF,Leverkusen,de Bundesliga,21,2000,20.2,1429,66,390,769,289,26,1429,28,49,57.1,36,14,886,49,Matches,a8567629
178,Ridle Baku,de GER,DFMF,Wolfsburg,de Bundesliga,23,1998,27.2,1671,50,453,733,505,60,1671,36,71,50.7,60,23,983,113,Matches,442b56fa
179,Dilane Bakwa,fr FRA,MFFW,Bordeaux,fr Ligue 1,18,2002,0.5,24,1,2,13,9,2,24,1,3,33.3,1,1,14,2,Matches,2b5a35e5
180,Tommaso Baldanzi,it ITA,FW,Empoli,it Serie A,18,2003,0.2,10,0,0,2,8,0,10,0,0,,2,0,8,1,Matches,102e2599
181,Alejandro Balde,es ESP,DFFW,Barcelona,es La Liga,17,2003,2.1,177,2,23,95,59,6,177,1,5,20.0,4,3,142,6,Matches,5ccc9672
182,Ibrahima Baldé,fr FRA,FWMF,Lens,fr Ligue 1,18,2003,0.6,16,0,1,7,8,1,16,0,2,0.0,3,0,10,2,Matches,a30cb0d4
183,Keita Baldé,sn SEN,FWMF,Cagliari,it Serie A,26,1995,13.7,409,6,22,182,209,52,409,6,18,33.3,49,10,301,70,Matches,509a4ccb
184,Gareth Bale,wls WAL,FW,Real Madrid,es La Liga,32,1989,3.1,97,0,12,32,53,13,97,1,4,25.0,5,2,73,8,Matches,a58bb1e1
185,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,33,1988,22.5,1210,87,363,606,251,10,1210,6,12,50.0,13,12,563,21,Matches,1fe67e86
186,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,22,1999,10.6,919,79,404,507,11,4,919,11,13,84.6,8,6,677,1,Matches,7c3ed041
187,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,29,1992,35.0,2069,88,531,929,641,37,2069,22,54,40.7,40,20,1095,46,Matches,cee88597
188,Fodé Ballo-Touré,sn SEN,DF,Milan,it Serie A,24,1997,5.0,323,9,61,161,104,12,323,5,10,50.0,5,6,196,28,Matches,f449640d
189,Folarin Balogun,eng ENG,FW,Arsenal,eng Premier League,20,2001,0.8,22,1,2,7,13,6,22,0,2,0.0,4,0,14,4,Matches,31822f8c
190,Abdoulaye Bamba,ci CIV,DFFW,Angers,fr Ligue 1,31,1990,5.1,233,18,81,89,65,6,233,0,1,0.0,10,1,112,6,Matches,7fecbcdb
191,Jonathan Bamba,fr FRA,MF,Lille,fr Ligue 1,25,1996,27.0,1489,16,187,681,649,78,1489,34,103,33.0,76,57,1054,124,Matches,b2bd0f6c
192,Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,27,1993,6.2,173,10,16,83,75,31,173,4,7,57.1,18,3,107,23,Matches,93feac6e
193,Filippo Bandinelli,it ITA,MF,Empoli,it Serie A,26,1995,21.7,968,54,215,417,351,44,968,17,39,43.6,40,25,619,60,Matches,d44360be
194,Mattia Bani,it ITA,DF,Genoa,it Serie A,27,1993,13.5,640,127,382,239,25,18,640,1,1,100.0,8,0,261,1,Matches,0821331c
195,Simon Banza,fr FRA,FW,Lens,fr Ligue 1,24,1996,1.4,49,2,3,16,32,5,49,4,6,66.7,2,3,36,7,Matches,be47b750
196,Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,23,1998,10.1,419,15,83,216,126,15,419,19,28,67.9,21,12,270,29,Matches,2886c9b5
197,Antonín Barák,cz CZE,MFFW,Hellas Verona,it Serie A,26,1994,26.0,1367,40,183,722,481,89,1363,31,55,56.4,42,54,1026,100,Matches,01efac19
198,Barbero,es ESP,FWMF,Osasuna,es La Liga,22,1998,0.2,18,1,1,6,11,3,18,0,0,,5,2,14,3,Matches,981c1863
199,Danilo Barbosa,br BRA,DF,Nice,fr Ligue 1,25,1996,1.0,60,12,32,28,0,0,60,0,0,,4,0,35,0,Matches,0557ff4f
200,Barcia,es ESP,DF,Granada,es La Liga,20,2000,0.8,26,1,13,12,1,0,26,0,0,,0,1,8,0,Matches,0c717ae6
201,Bradley Barcola,fr FRA,MFFW,Lyon,fr Ligue 1,18,2002,2.9,122,5,24,44,58,16,122,2,8,25.0,6,3,66,19,Matches,a0d55a09
202,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,20,2000,28.8,2140,86,592,1202,386,14,2140,22,37,59.5,41,17,1286,46,Matches,1ddbc7ca
203,Enis Bardhi,mk MKD,MFFW,Levante,es La Liga,26,1995,18.9,982,12,124,423,449,40,980,38,74,51.4,52,32,661,73,Matches,cac2537b
204,Francesco Bardi,it ITA,GK,Bologna,it Serie A,29,1992,2.0,54,49,54,0,0,0,54,0,0,,0,0,22,0,Matches,0acda699
205,Keidi Bare,al ALB,MF,Espanyol,es La Liga,23,1997,16.5,1032,51,273,632,135,15,1032,9,16,56.3,11,11,700,11,Matches,03049c8c
206,Nicolò Barella,it ITA,MF,Inter,it Serie A,24,1997,32.4,2194,29,342,1132,756,90,2194,37,64,57.8,56,38,1690,140,Matches,6928979a
207,Kike Barja,es ESP,MFFW,Osasuna,es La Liga,24,1997,9.6,516,5,48,213,264,32,516,34,57,59.6,37,28,386,53,Matches,aad53e64
208,Ross Barkley,eng ENG,MFFW,Chelsea,eng Premier League,27,1993,2.0,151,0,6,49,96,7,151,7,8,87.5,3,7,121,14,Matches,3a24769f
209,Aymen Barkok,ma MAR,MFDF,Eint Frankfurt,de Bundesliga,23,1998,1.8,102,7,25,51,30,0,102,4,7,57.1,5,8,51,4,Matches,a2a85828
210,Ashley Barnes,eng ENG,FW,Burnley,eng Premier League,31,1989,9.0,296,6,22,158,119,24,295,5,8,62.5,37,22,223,53,Matches,2691c772
211,Harvey Barnes,eng ENG,MFFW,Leicester City,eng Premier League,23,1997,23.3,1038,17,115,358,579,125,1038,31,75,41.3,58,43,821,138,Matches,3ea50f67
212,Antonio Barragán,es ESP,DF,Elche,es La Liga,34,1987,11.3,635,60,261,272,106,2,635,0,1,0.0,9,1,350,10,Matches,487d9b09
213,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,21,2000,19.9,802,31,188,393,229,35,802,5,13,38.5,41,13,404,46,Matches,00242b75
214,Ander Barrenetxea,es ESP,MFFW,Real Sociedad,es La Liga,19,2001,6.1,270,5,43,115,118,25,270,15,37,40.5,23,16,197,47,Matches,200e89e1
215,Jacob Barrett Laursen,dk DEN,DF,Arminia,de Bundesliga,26,1994,18.1,927,60,289,436,210,7,927,12,23,52.2,16,5,405,10,Matches,c0d3bd23
216,Musa Barrow,gm GAM,FWMF,Bologna,it Serie A,22,1998,23.7,1179,6,116,493,588,78,1179,31,63,49.2,63,52,908,139,Matches,e5bf73f3
217,Abdourahmane Barry,fr FRA,DF,Greuther Fürth,de Bundesliga,21,2000,2.3,143,13,47,61,37,4,143,1,4,25.0,9,2,70,6,Matches,8df328f4
218,Marc Bartra,es ESP,DF,Betis,es La Liga,30,1991,22.1,1395,199,768,578,51,24,1395,7,8,87.5,12,4,859,4,Matches,b742cc0d
219,Daniele Baselli,it ITA,MFFW,Torino,it Serie A,29,1992,1.7,101,4,24,45,33,3,101,1,2,50.0,3,0,61,6,Matches,ea06dd97
220,Daniele Baselli,it ITA,MF,Cagliari,it Serie A,29,1992,3.2,188,5,40,86,64,2,188,4,9,44.4,5,8,106,4,Matches,ea06dd97
221,Toma Bašić,hr CRO,MF,Lazio,it Serie A,24,1996,10.9,563,27,96,328,144,22,563,7,14,50.0,17,6,403,32,Matches,80556f08
222,Toma Bašić,hr CRO,MF,Bordeaux,fr Ligue 1,24,1996,2.3,117,1,17,61,39,5,117,1,4,25.0,4,0,84,10,Matches,80556f08
223,Amine Bassi,fr FRA,MFFW,Metz,fr Ligue 1,23,1997,2.0,144,1,23,77,47,1,144,3,4,75.0,5,3,94,11,Matches,ced1d98f
224,Álvaro Bastida,es ESP,MF,Cádiz,es La Liga,17,2004,2.2,67,2,12,46,9,0,67,0,0,,0,0,39,0,Matches,42a028c5
225,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,22,1999,25.7,2031,240,879,953,218,19,2031,11,19,57.9,21,5,1446,22,Matches,75b86fb3
226,Simone Bastoni,it ITA,MFDF,Spezia,it Serie A,24,1996,25.4,1535,69,406,707,456,28,1535,42,68,61.8,61,32,881,60,Matches,1ac232b8
227,Lewis Bate,eng ENG,MF,Leeds United,eng Premier League,18,2002,1.6,85,3,27,50,9,0,85,1,5,20.0,9,2,53,2,Matches,cd4256d3
228,Rodrigo Battaglia,ar ARG,MF,Mallorca,es La Liga,30,1991,13.1,664,53,197,393,81,14,664,10,15,66.7,12,11,336,1,Matches,d637fc22
229,Maximilian Bauer,de GER,DF,Greuther Fürth,de Bundesliga,21,2000,18.8,1103,165,687,400,20,12,1103,1,2,50.0,5,2,634,0,Matches,44a20f0c
230,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,31,1990,33.0,1609,1277,1592,23,0,0,1609,1,1,100.0,0,0,895,0,Matches,47064058
231,Timo Baumgartl,de GER,DF,Union Berlin,de Bundesliga,25,1996,24.1,1452,133,681,694,88,30,1452,4,6,66.7,15,8,845,7,Matches,bd7d2e6d
232,Julian Baumgartlinger,at AUT,MFFW,Leverkusen,de Bundesliga,33,1988,1.0,79,3,30,44,5,0,79,0,0,,0,0,50,1,Matches,69374ff5
233,Christoph Baumgartner,at AUT,MF,Hoffenheim,de Bundesliga,21,1999,21.0,984,26,153,462,381,76,984,21,48,43.8,61,27,668,90,Matches,437f2b00
234,Jon Bautista,es ESP,MF,Real Sociedad,es La Liga,26,1995,0.5,15,1,2,8,5,1,15,1,1,100.0,0,1,6,1,Matches,debc6b55
235,Paul Baysse,fr FRA,MFDF,Bordeaux,fr Ligue 1,33,1988,0.1,6,3,4,3,0,0,6,0,0,,0,0,1,0,Matches,2515040a
236,Noah Joel Sarenren Bazee,ng NGA,MF,Augsburg,de Bundesliga,24,1996,2.7,110,4,18,31,64,20,110,3,10,30.0,12,4,60,20,Matches,fbbc8e15
237,Bebé,cv CPV,MFFW,Rayo Vallecano,es La Liga,31,1990,9.6,487,8,47,181,277,21,487,29,48,60.4,41,19,325,50,Matches,d8712bf9
238,Ihlas Bebou,tg TOG,FWDF,Hoffenheim,de Bundesliga,27,1994,23.2,883,27,126,323,442,99,883,18,44,40.9,62,30,601,127,Matches,a53b661f
239,Rodrigo Becão,br BRA,DF,Udinese,it Serie A,25,1996,34.8,1753,200,848,746,174,42,1753,5,8,62.5,18,7,976,22,Matches,19e4eab9
240,Mads Bech Sørensen,dk DEN,DF,Brentford,eng Premier League,22,1999,9.3,573,65,290,216,71,6,573,0,1,0.0,2,0,324,4,Matches,30db8574
241,Sheraldo Becker,sr SUR,FWMF,Union Berlin,de Bundesliga,26,1995,19.5,771,3,62,293,433,62,771,24,39,61.5,45,19,584,152,Matches,8eb55dbb
242,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,25,1996,29.2,1822,205,863,903,69,30,1822,1,1,100.0,7,4,992,4,Matches,4115ce4e
243,Donny van de Beek,nl NED,MF,Manchester Utd,eng Premier League,24,1997,0.8,58,2,23,19,18,4,58,1,5,20.0,3,3,30,4,Matches,50dc94ce
244,Donny van de Beek,nl NED,MF,Everton,eng Premier League,24,1997,5.4,302,11,56,178,72,7,302,3,9,33.3,5,6,180,9,Matches,50dc94ce
245,Asmir Begović,ba BIH,GK,Everton,eng Premier League,34,1987,3.0,99,92,99,0,0,0,99,0,0,,0,0,25,0,Matches,7b4de647
246,Valon Behrami,ch SUI,MF,Genoa,it Serie A,36,1985,3.5,91,9,20,54,17,3,91,1,1,100.0,6,3,43,3,Matches,d3d758d8
247,Kevin Behrens,de GER,FW,Union Berlin,de Bundesliga,30,1991,5.5,274,9,25,131,120,39,274,4,8,50.0,18,6,199,48,Matches,30ae134d
248,Youcef Belaïli,dz ALG,MFFW,Brest,fr Ligue 1,29,1992,9.2,489,4,42,231,231,31,488,24,49,49.0,21,16,353,42,Matches,1a248246
249,Vid Belec,si SVN,GK,Salernitana,it Serie A,31,1990,21.5,628,561,627,1,0,0,628,0,0,,1,0,179,0,Matches,4f8ce0e1
250,Ishak Belfodil,dz ALG,FW,Hertha BSC,de Bundesliga,29,1992,18.2,632,17,56,295,286,77,631,18,40,45.0,38,29,484,105,Matches,ff182fdc
251,Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,27,1994,25.7,1208,59,295,754,177,9,1208,30,41,73.2,33,18,736,21,Matches,2b1bed19
252,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,29,1991,31.8,1840,214,1043,697,112,46,1840,7,9,77.8,12,4,1038,12,Matches,857a5abe
253,Armel Bella Kotchap,de GER,DF,Bochum,de Bundesliga,19,2001,19.6,1004,167,577,404,32,15,1004,2,3,66.7,8,5,531,1,Matches,a39d11bc
254,Raoul Bellanova,it ITA,DF,Cagliari,it Serie A,21,2000,27.7,1216,69,329,492,415,51,1216,39,73,53.4,42,22,750,58,Matches,e3756e72
255,Karim Bellarabi,de GER,MFDF,Leverkusen,de Bundesliga,31,1990,7.6,360,10,58,154,157,34,360,17,33,51.5,19,12,269,41,Matches,bee0bab1
256,Jean-Ricner Bellegarde,fr FRA,MF,Strasbourg,fr Ligue 1,23,1998,25.9,1394,43,269,765,387,42,1394,38,63,60.3,60,33,895,75,Matches,10f0fdd3
257,Héctor Bellerín,es ESP,DF,Betis,es La Liga,26,1995,22.0,1262,67,359,568,348,43,1262,22,42,52.4,26,8,717,56,Matches,f874dd44
258,Jude Bellingham,eng ENG,MF,Dortmund,de Bundesliga,18,2003,31.0,1952,47,329,1119,516,89,1952,55,96,57.3,82,62,1488,125,Matches,57d88cf9
259,George Bello,us USA,DF,Arminia,de Bundesliga,19,2002,4.8,228,21,74,96,65,7,228,9,22,40.9,10,4,118,8,Matches,aca0a525
260,Jeanöel Belocian,fr FRA,DF,Rennes,fr Ligue 1,16,2005,0.1,10,1,8,2,0,0,10,0,0,,0,0,9,0,Matches,c678ddd7
261,Andrea Belotti,it ITA,FW,Torino,it Serie A,27,1993,15.2,543,14,27,231,290,82,540,15,25,60.0,59,28,456,117,Matches,d705ba44
262,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,22,1999,28.9,2169,62,579,1344,263,5,2169,19,27,70.4,31,20,1506,19,Matches,ed5c5fa3
263,Hatem Ben Arfa,fr FRA,FWMF,Lille,fr Ligue 1,34,1987,3.5,192,1,18,87,93,12,192,7,15,46.7,12,10,147,14,Matches,74dc806c
264,Salim Ben Seghir,fr FRA,MF,Marseille,fr Ligue 1,18,2003,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,Matches,1f6298f2
265,Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,30,1990,28.1,932,3,31,332,575,188,924,25,57,43.9,62,45,706,245,Matches,942b4f90
266,Marco Benassi,it ITA,DFMF,Fiorentina,it Serie A,26,1994,1.8,145,6,45,65,37,2,145,1,1,100.0,1,0,97,3,Matches,0000acda
267,Marco Benassi,it ITA,MF,Empoli,it Serie A,26,1994,4.2,214,9,26,113,78,15,214,1,4,25.0,5,1,144,20,Matches,0000acda
268,Darío Benedetto,ar ARG,FWMF,Elche,es La Liga,31,1990,6.6,173,0,11,97,68,20,173,10,18,55.6,16,4,127,24,Matches,bef0a7ac
269,Darío Benedetto,ar ARG,FWMF,Marseille,fr Ligue 1,31,1990,0.6,20,0,0,11,10,4,20,0,2,0.0,1,0,13,2,Matches,bef0a7ac
270,László Bénes,sk SVK,MF,M'Gladbach,de Bundesliga,23,1997,2.7,222,6,43,136,46,3,222,1,3,33.3,7,1,150,7,Matches,fe888e39
271,Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,28,1993,37.0,1110,928,1107,3,0,0,1110,0,0,,0,0,427,0,Matches,8a2248b4
272,Iker Benito,es ESP,MFFW,Osasuna,es La Liga,18,2002,1.3,50,1,9,21,20,0,50,2,6,33.3,4,4,28,6,Matches,50cbc806
273,Loris Benito,ch SUI,DF,Bordeaux,fr Ligue 1,29,1992,0.7,61,4,27,30,4,0,61,0,0,,1,1,35,0,Matches,f5b6fb78
274,Pedro Benito,es ESP,FW,Cádiz,es La Liga,21,2000,0.3,7,0,0,4,3,0,7,0,0,,2,0,6,2,Matches,a7416105
275,Filip Benković,hr CRO,DFFW,Udinese,it Serie A,24,1997,0.1,6,1,3,2,1,1,6,0,0,,0,0,5,0,Matches,305a3820
276,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,23,1997,16.9,1289,44,228,835,245,12,1289,36,47,76.6,29,26,881,27,Matches,db092d3b
277,Keanan Bennetts,eng ENG,MFFW,M'Gladbach,de Bundesliga,22,1999,0.6,36,0,4,21,13,2,36,3,7,42.9,3,0,23,3,Matches,f4c7c708
278,Saïd Benrahma,dz ALG,MF,West Ham,eng Premier League,25,1995,24.1,1113,12,139,421,568,86,1113,37,80,46.3,62,30,794,131,Matches,5a04fd92
279,Ramy Bensebaini,dz ALG,DF,M'Gladbach,de Bundesliga,26,1995,22.4,1623,144,635,806,205,39,1621,16,29,55.2,29,13,971,33,Matches,378825c7
280,Nabil Bentaleb,dz ALG,MF,Angers,fr Ligue 1,26,1994,16.8,1081,32,285,677,133,10,1081,20,31,64.5,33,9,735,15,Matches,3189f61a
281,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,24,1997,15.1,1173,59,254,740,192,14,1173,14,20,70.0,12,13,893,10,Matches,3b8674e6
282,Rodrigo Bentancur,uy URU,MF,Juventus,it Serie A,24,1997,12.8,885,26,165,575,155,10,885,7,11,63.6,17,13,626,34,Matches,3b8674e6
283,Christian Benteke,be BEL,FW,Crystal Palace,eng Premier League,30,1990,12.7,448,38,61,196,195,71,448,9,13,69.2,39,17,339,83,Matches,ab070c55
284,Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,33,1987,28.8,1488,15,59,509,931,223,1477,36,51,70.6,35,24,1263,208,Matches,70d74ece
285,Alessandro Berardi,it ITA,GK,Hellas Verona,it Serie A,30,1991,1.0,32,26,32,0,0,0,32,0,0,,0,0,13,0,Matches,ec1f737d
286,Domenico Berardi,it ITA,MFFW,Sassuolo,it Serie A,26,1994,31.3,1795,31,185,794,847,114,1789,30,68,44.1,63,43,1321,201,Matches,53a0e358
287,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,31,1990,11.3,748,33,222,346,191,12,748,8,11,72.7,13,7,415,26,Matches,b6e50615
288,Álex Berenguer,es ESP,MF,Athletic Club,es La Liga,26,1995,24.1,1215,22,162,443,622,81,1214,33,71,46.5,70,36,788,132,Matches,dc1c2fce
289,Bartosz Bereszyński,pl POL,DF,Sampdoria,it Serie A,29,1992,32.7,1914,114,682,835,415,30,1914,27,47,57.4,38,17,1065,61,Matches,61b3978f
290,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,eng Premier League,30,1990,12.2,473,20,78,175,226,22,473,14,22,63.6,15,19,295,40,Matches,f72293fc
291,Patrick Berg,no NOR,MF,Lens,fr Ligue 1,23,1997,3.4,249,13,61,164,28,1,249,0,1,0.0,3,0,157,1,Matches,e4114f5d
292,Mitchell van Bergen,nl NED,FWMF,Reims,fr Ligue 1,21,1999,10.9,320,7,46,108,173,27,320,14,23,60.9,35,7,190,46,Matches,0b2c9aec
293,Steven Bergwijn,nl NED,FWMF,Tottenham,eng Premier League,23,1997,6.3,257,5,33,91,142,40,257,10,20,50.0,28,14,198,53,Matches,a29b1131
294,Etrit Berisha,al ALB,GK,Torino,it Serie A,32,1989,10.0,344,288,343,1,0,0,344,0,0,,0,0,118,0,Matches,ee833569
295,Valon Berisha,xk KVX,MFFW,Reims,fr Ligue 1,28,1993,5.1,235,4,40,111,85,10,235,3,5,60.0,11,7,133,14,Matches,d5575935
296,Federico Bernardeschi,it ITA,MFFW,Juventus,it Serie A,27,1994,16.4,768,25,134,296,351,45,768,32,61,52.5,35,14,546,63,Matches,ee93c1a9
297,Paul Bernardoni,fr FRA,GK,Angers,fr Ligue 1,24,1997,13.0,369,324,368,1,0,0,369,0,0,,1,0,106,0,Matches,28dabd43
298,Paul Bernardoni,fr FRA,GK,Saint-Étienne,fr Ligue 1,24,1997,19.0,640,524,637,3,0,0,640,0,0,,0,0,188,0,Matches,28dabd43
299,Juan Bernat,es ESP,DFMF,Paris S-G,fr Ligue 1,28,1993,10.6,767,31,195,383,196,21,767,14,23,60.9,7,5,577,41,Matches,433dc9a2
300,Dimitry Bertaud,fr FRA,GK,Montpellier,fr Ligue 1,23,1998,9.3,334,301,334,0,0,0,334,0,0,,0,0,128,0,Matches,380a15e2
301,Jason Berthomier,fr FRA,MF,Clermont Foot,fr Ligue 1,31,1990,19.2,1550,22,262,859,446,33,1550,22,31,71.0,38,18,1184,70,Matches,03e91055
302,Nicolò Bertola,it ITA,MFDF,Spezia,it Serie A,18,2003,0.4,21,3,15,4,2,0,21,0,0,,1,0,4,0,Matches,04b40c58
303,Ryan Bertrand,eng ENG,DF,Leicester City,eng Premier League,31,1989,3.7,224,16,65,111,52,4,224,0,0,,6,4,124,6,Matches,01226327
304,Daniel Bessa,it ITA,MF,Hellas Verona,it Serie A,28,1993,8.5,567,16,104,306,163,13,567,12,16,75.0,8,14,377,20,Matches,88895312
305,Beto,gw GNB,FW,Udinese,it Serie A,23,1998,24.1,703,27,47,346,331,109,703,40,74,54.1,104,54,478,112,Matches,ed5c0319
306,Louis Beyer,de GER,DF,M'Gladbach,de Bundesliga,21,2000,15.4,1130,83,509,546,79,11,1130,10,16,62.5,8,5,777,12,Matches,9af1f9ff
307,Bartosz Bialek,pl POL,FWDF,Wolfsburg,de Bundesliga,19,2001,2.0,65,3,7,30,28,7,65,0,3,0.0,6,5,51,13,Matches,763b8b37
308,Giulian Biancone,fr FRA,DFMF,Troyes,fr Ligue 1,21,2000,25.5,1582,108,633,649,319,38,1582,12,27,44.4,30,10,908,46,Matches,de40e38c
309,Ermin Bičakčić,ba BIH,DF,Hoffenheim,de Bundesliga,31,1990,0.1,3,1,2,1,0,0,3,0,0,,0,0,3,0,Matches,7aac47fe
310,Mads Bidstrup,dk DEN,MF,Brentford,eng Premier League,20,2001,0.5,20,2,8,10,2,0,20,0,0,,2,1,9,0,Matches,407db0d5
311,Pedro Bigas,es ESP,DF,Elche,es La Liga,30,1990,17.2,1113,119,580,488,49,10,1113,2,6,33.3,12,0,738,4,Matches,697295b1
312,El Bilal Touré,ml MLI,FW,Reims,fr Ligue 1,19,2001,13.3,486,20,71,224,194,47,485,8,19,42.1,31,13,332,66,Matches,47c609d5
313,Jean-Claude Billong,cm CMR,DF,Clermont Foot,fr Ligue 1,27,1993,10.9,577,60,320,239,18,10,577,2,3,66.7,4,1,380,1,Matches,a3e1d20d
314,Luis Binks,eng ENG,DF,Bologna,it Serie A,19,2001,7.2,415,65,224,181,14,4,415,2,4,50.0,1,2,228,1,Matches,36e88fbc
315,Cristiano Biraghi,it ITA,DF,Fiorentina,it Serie A,28,1992,35.0,2754,72,826,1113,840,46,2752,12,26,46.2,25,6,1787,70,Matches,9e1577aa
316,Davide Biraschi,it ITA,DF,Genoa,it Serie A,27,1994,10.3,571,72,259,277,46,2,571,15,19,78.9,7,2,300,5,Matches,64cd167d
317,Tom Bischof,de GER,MF,Hoffenheim,de Bundesliga,16,2005,0.2,7,1,1,1,5,0,7,0,0,,0,1,5,1,Matches,07d3bfec
318,Yves Bissouma,ml MLI,MF,Brighton,eng Premier League,24,1996,23.5,1497,90,370,897,247,14,1497,34,51,66.7,32,25,972,14,Matches,6c203af0
319,Nathan Bitu Mazala,fr FRA,DF,Paris S-G,fr Ligue 1,18,2002,0.1,11,0,3,5,4,0,11,0,1,0.0,0,0,8,2,Matches,0f697e02
320,Marco Bizot,nl NED,GK,Brest,fr Ligue 1,30,1991,38.0,1318,1162,1313,4,1,1,1318,0,0,,0,0,449,0,Matches,3d214e5f
321,Bjarki Bjarkason,is ISL,MF,Venezia,it Serie A,21,2000,0.0,3,0,1,1,1,0,3,0,0,,0,0,3,0,Matches,f1d25de7
322,Blanco,es ESP,MF,Real Madrid,es La Liga,21,2000,0.3,24,1,12,12,2,0,24,1,1,100.0,0,1,15,0,Matches,506daeac
323,Ludovic Blas,fr FRA,MFFW,Nantes,fr Ligue 1,23,1997,32.9,1508,16,170,785,589,89,1503,60,148,40.5,96,79,1076,151,Matches,6191093d
324,Danny Blum,de GER,FWMF,Bochum,de Bundesliga,30,1991,3.8,217,1,18,90,112,14,217,5,8,62.5,8,3,141,23,Matches,eb61713c
325,Myron Boadu,nl NED,FW,Monaco,fr Ligue 1,20,2001,10.7,276,2,16,108,154,64,276,8,16,50.0,46,12,206,71,Matches,5b479568
326,Jérôme Boateng,de GER,DF,Lyon,fr Ligue 1,32,1988,18.0,1282,137,604,649,36,7,1282,2,4,50.0,4,0,904,3,Matches,2db2fd7b
327,Kevin-Prince Boateng,gh GHA,MFFW,Hertha BSC,de Bundesliga,34,1987,7.7,400,12,58,249,96,12,400,6,9,66.7,18,13,262,13,Matches,f4ec4fd0
328,Antonin Bobichon,fr FRA,MFFW,Angers,fr Ligue 1,25,1995,0.4,21,0,2,14,5,0,21,0,1,0.0,0,1,13,2,Matches,7d937aa1
329,Herbert Bockhorn,de GER,DF,Bochum,de Bundesliga,26,1995,9.4,490,25,138,235,129,11,490,15,23,65.2,20,9,236,14,Matches,5ad8c360
