Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches,-9999
612,Patrick Cutrone,it ITA,FW,Empoli,it Serie A,23,1998,15.6,22,1.41,16,0,2,1,1,2,2,0.13,1,0,0,0,1,0,Matches,a4fe8cda
613,Wylan Cyprien,fr FRA,MF,Nantes,fr Ligue 1,26,1995,16.6,60,3.62,33,19,2,4,1,1,9,0.54,4,2,0,2,0,1,Matches,3e092724
614,Rafael Czichos,de GER,DF,Köln,de Bundesliga,31,1990,15.6,13,0.83,11,0,0,0,0,2,2,0.13,1,0,0,0,0,1,Matches,b0a0698b
615,Lennart-Marten Czyborra,de GER,DF,Arminia,de Bundesliga,22,1999,1.5,1,0.69,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,7ba1f1ef
616,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,32,1988,11.1,11,0.99,9,0,0,1,0,1,3,0.27,3,0,0,0,0,0,Matches,44eb9093
617,Lucas Da Cunha,fr FRA,MF,Nice,fr Ligue 1,20,2001,4.4,23,5.27,14,6,0,1,2,0,1,0.23,1,0,0,0,0,0,Matches,007faf7a
618,Lucas Da Cunha,fr FRA,FWMF,Clermont Foot,fr Ligue 1,20,2001,9.3,23,2.48,19,2,1,0,1,0,1,0.11,1,0,0,0,0,0,Matches,007faf7a
619,Damien Da Silva,fr FRA,DF,Lyon,fr Ligue 1,33,1988,12.5,9,0.72,4,0,0,3,0,2,1,0.08,1,0,0,0,0,0,Matches,1ec7e1c5
620,Moanes Dabbur,il ISR,FWMF,Hoffenheim,de Bundesliga,29,1992,14.6,37,2.54,28,0,2,4,1,2,6,0.41,5,0,0,0,0,1,Matches,eac044ad
621,Colin Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,22,1998,1.8,4,2.18,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,29c02c9f
622,Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,23,1998,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,dee3013b
623,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,25,1996,18.4,50,2.71,42,4,3,0,0,1,5,0.27,5,0,0,0,0,0,Matches,db4ed67b
624,Patson Daka,zm ZAM,FW,Leicester City,eng Premier League,22,1998,12.9,31,2.41,23,0,0,3,2,3,9,0.70,6,0,0,1,0,2,Matches,ca45605e
625,Stuart Dallas,nir NIR,DFMF,Leeds United,eng Premier League,30,1991,32.4,75,2.31,45,19,4,1,3,3,3,0.09,2,0,0,0,0,1,Matches,67ca8566
626,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,22,1999,20.0,42,2.10,37,1,3,0,1,0,5,0.25,5,0,0,0,0,0,Matches,d9565625
627,Mikkel Damsgaard,dk DEN,MF,Sampdoria,it Serie A,21,2000,6.4,27,4.21,21,1,1,1,2,1,1,0.16,1,0,0,0,0,0,Matches,215f3907
628,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,20,2001,14.4,12,0.83,11,0,0,0,0,1,2,0.14,2,0,0,0,0,0,Matches,7ef972c3
629,Danilo,br BRA,DFMF,Juventus,it Serie A,30,1991,21.0,40,1.90,33,1,0,3,2,1,3,0.14,2,0,0,1,0,0,Matches,94b2001f
630,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,22,1998,31.0,26,0.84,20,1,1,1,1,2,2,0.06,1,0,0,0,1,0,Matches,6e33125f
631,Dante,br BRA,DF,Nice,fr Ligue 1,37,1983,31.9,29,0.91,23,0,0,1,1,4,3,0.09,1,0,0,1,1,0,Matches,fd2bc67d
632,Ebrima Darboe,gm GAM,MF,Roma,it Serie A,20,2001,0.7,1,1.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,cf043a33
633,Márton Dárdai,de GER,DF,Hertha BSC,de Bundesliga,19,2002,8.4,8,0.95,4,3,0,0,0,1,2,0.24,0,2,0,0,0,0,Matches,41bff4fa
634,Sergi Darder,es ESP,MF,Espanyol,es La Liga,27,1993,34.7,93,2.68,72,5,7,4,3,2,14,0.40,13,0,0,1,0,0,Matches,070a3904
635,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,30,1990,19.8,62,3.12,44,11,0,4,3,0,7,0.35,7,0,0,0,0,0,Matches,3eb0f2df
636,Karl Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,30,1990,8.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,cde3309f
637,Matteo Darmian,it ITA,DF,Inter,it Serie A,31,1989,16.7,44,2.63,35,2,1,2,1,3,3,0.18,3,0,0,0,0,0,Matches,96e0490d
638,Josh Dasilva,eng ENG,MFFW,Brentford,eng Premier League,22,1998,2.9,8,2.80,6,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches,60344e4f
639,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,21,2000,31.2,76,2.45,62,0,3,8,3,0,4,0.13,4,0,0,0,0,0,Matches,ce50fd99
640,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,20,2000,19.3,68,3.52,52,4,9,1,2,0,4,0.21,4,0,0,0,0,0,Matches,d781d855
641,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,28,1993,28.2,32,1.13,28,1,0,1,0,2,3,0.11,2,0,0,1,0,0,Matches,44781702
642,Tom Davies,eng ENG,MF,Everton,eng Premier League,23,1998,2.6,5,1.91,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,9228b07c
643,Keinan Davis,eng ENG,FW,Aston Villa,eng Premier League,23,1998,0.1,1,7.50,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,9deaf2c8
644,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,26,1995,13.3,11,0.83,7,0,0,0,1,3,1,0.08,1,0,0,0,0,0,Matches,16bb656a
645,Craig Dawson,eng ENG,DF,West Ham,eng Premier League,31,1990,30.6,22,0.72,12,0,1,5,0,4,5,0.16,3,0,0,2,0,0,Matches,3e9e06cb
646,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,30,1991,24.5,153,6.26,105,30,5,9,3,1,14,0.57,10,3,1,0,0,0,Matches,e46012d4
647,Konrad De La Fuente,us USA,FWMF,Marseille,fr Ligue 1,20,2001,8.7,22,2.53,18,0,3,1,0,0,5,0.57,3,0,1,1,0,0,Matches,4b77bb89
648,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,34,1987,2.0,2,1.00,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,952a03fe
649,Tommaso De Nipoti,it ITA,FW,Atalanta,it Serie A,18,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,7f9d956a
650,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,27,1994,23.9,95,3.97,68,21,2,1,2,1,6,0.25,5,1,0,0,0,0,Matches,162efffd
651,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,28,1992,13.0,32,2.47,26,3,1,1,1,0,4,0.31,4,0,0,0,0,0,Matches,ae4e2852
652,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,33,1988,25.5,45,1.76,31,9,0,2,3,0,2,0.08,2,0,0,0,0,0,Matches,e74f0e59
653,Saulo Decarli,ch SUI,DF,Bochum,de Bundesliga,29,1992,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,41df88b8
654,Troy Deeney,eng ENG,FW,Watford,eng Premier League,33,1988,0.3,1,3.60,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,82e34b69
655,Grégoire Defrel,mq MTQ,FWMF,Sassuolo,it Serie A,30,1991,15.1,47,3.11,37,0,5,3,2,0,2,0.13,2,0,0,0,0,0,Matches,854ee61a
656,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,25,1995,23.7,38,1.61,32,0,0,4,0,2,5,0.21,3,0,0,1,0,1,Matches,7f267d66
657,Romain Del Castillo,fr FRA,MFFW,Rennes,fr Ligue 1,25,1996,0.3,2,6.43,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0be95d34
658,Romain Del Castillo,fr FRA,MFFW,Brest,fr Ligue 1,25,1996,10.8,34,3.14,23,3,2,4,2,0,10,0.92,7,2,0,0,1,0,Matches,0be95d34
659,Thomas Delaine,fr FRA,DF,Metz,fr Ligue 1,29,1992,25.7,50,1.94,41,5,2,1,1,0,2,0.08,2,0,0,0,0,0,Matches,8332db56
660,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29,1991,17.2,24,1.39,15,1,1,3,1,3,2,0.12,1,0,0,1,0,0,Matches,fe641c1a
661,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,29,1991,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,fe641c1a
662,Liam Delap,eng ENG,FW,Manchester City,eng Premier League,18,2003,0.1,1,10.00,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,dd897ee7
663,Sacha Delaye,fr FRA,MF,Montpellier,fr Ligue 1,19,2002,2.9,7,2.49,4,0,1,1,0,1,2,0.71,1,0,1,0,0,0,Matches,e4448c8c
664,Filippo Delli Carri,it ITA,DF,Salernitana,it Serie A,22,1999,3.7,4,1.07,2,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches,d2e8fd9b
665,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29,1991,27.2,65,2.39,50,1,4,5,4,1,9,0.33,6,0,0,1,2,0,Matches,d33c706e
666,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29,1991,3.0,12,4.01,11,0,0,1,0,0,1,0.33,0,0,0,1,0,0,Matches,d33c706e
667,Fabian Delph,eng ENG,MF,Everton,eng Premier League,31,1989,7.4,6,0.82,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,111c3236
668,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,25,1996,24.5,63,2.57,41,0,7,6,7,2,15,0.61,7,0,2,3,3,0,Matches,e7986081
669,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,24,1997,15.7,88,5.62,60,11,10,4,3,0,17,1.09,13,3,1,0,0,0,Matches,b19db005
670,Yusuf Demir,at AUT,FWMF,Barcelona,es La Liga,18,2003,2.1,6,2.81,1,2,0,0,2,1,0,0.00,0,0,0,0,0,0,Matches,fa265f6d
671,Merih Demiral,tr TUR,DF,Atalanta,it Serie A,23,1998,21.3,9,0.42,2,0,1,4,0,2,3,0.14,0,0,0,3,0,0,Matches,e3cceee6
672,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,28,1993,22.8,71,3.12,30,33,2,2,3,1,10,0.44,7,2,0,0,1,0,Matches,54b4dc4e
673,Ermedin Demirović,ba BIH,FW,Freiburg,de Bundesliga,23,1998,9.7,21,2.17,16,0,0,5,0,0,6,0.62,5,0,0,1,0,0,Matches,ed79b7d3
674,Diego Demme,de GER,MF,Napoli,it Serie A,29,1991,7.7,23,3.00,19,0,0,1,2,1,1,0.13,1,0,0,0,0,0,Matches,dc3fa3b5
675,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,26,1995,11.1,6,0.54,4,0,0,0,0,2,1,0.09,1,0,0,0,0,0,Matches,47af88b8
676,Leander Dendoncker,be BEL,MF,Wolves,eng Premier League,26,1995,21.7,29,1.34,25,0,0,1,0,3,7,0.32,5,0,0,1,0,1,Matches,5a7301ae
677,Emmanuel Dennis,ng NGA,FWMF,Watford,eng Premier League,23,1997,28.7,85,2.96,52,2,13,8,9,1,12,0.42,7,0,1,2,1,1,Matches,2c44a35d
678,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24,1997,7.8,16,2.05,13,1,1,0,1,0,2,0.26,2,0,0,0,0,0,Matches,d97f2e8d
679,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24,1997,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,d97f2e8d
680,Memphis Depay,nl NED,FWMF,Barcelona,es La Liga,27,1994,20.6,81,3.94,44,20,9,3,5,0,10,0.49,4,1,2,1,2,0,Matches,8f696594
681,Mike van der Hoorn,nl NED,DF,Arminia,de Bundesliga,28,1992,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,25f50295
682,Arthur Desmas,fr FRA,GK,Clermont Foot,fr Ligue 1,27,1994,14.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e8c5dd4d
683,Sergiño Dest,us USA,DFFW,Barcelona,es La Liga,20,2000,16.8,42,2.50,31,2,7,0,2,0,3,0.18,3,0,0,0,0,0,Matches,5976f83e
684,Mattia Destro,it ITA,FW,Genoa,it Serie A,30,1991,19.4,31,1.60,20,0,4,4,3,0,4,0.21,2,0,1,0,1,0,Matches,d7d32194
685,Gerard Deulofeu,es ESP,FWMF,Udinese,it Serie A,27,1994,29.1,149,5.13,85,39,10,8,7,0,11,0.38,6,2,0,2,1,0,Matches,39583cfd
686,Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,eng Premier League,22,1998,23.4,76,3.25,57,5,8,3,3,0,6,0.26,5,1,0,0,0,0,Matches,5c74c0f5
687,Jacopo Dezi,it ITA,MF,Venezia,it Serie A,29,1992,0.2,2,10.59,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e921b9db
688,Samuel Di Carmine,it ITA,FW,Hellas Verona,it Serie A,32,1988,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ef94dc2f
689,Federico Di Francesco,it ITA,FWMF,Empoli,it Serie A,27,1994,15.2,41,2.70,31,1,1,4,4,0,7,0.46,4,1,0,1,1,0,Matches,1fca9171
690,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,27,1993,31.9,68,2.13,57,2,2,4,1,2,7,0.22,4,1,0,2,0,0,Matches,230a2fac
691,Ángel Di María,ar ARG,FWMF,Paris S-G,fr Ligue 1,33,1988,18.3,101,5.53,73,16,6,4,2,0,12,0.66,11,0,0,0,1,0,Matches,19cda00b
692,Francesco Di Mariano,it ITA,FW,Venezia,it Serie A,25,1996,0.7,1,1.45,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,35a2557c
693,Francesco Di Tacchio,it ITA,MF,Salernitana,it Serie A,31,1990,13.9,17,1.22,13,1,0,1,1,1,0,0.00,0,0,0,0,0,0,Matches,b5c3ff9f
694,Boulaye Dia,sn SEN,FW,Villarreal,es La Liga,24,1996,14.1,36,2.56,29,0,3,2,1,1,7,0.50,6,0,0,1,0,0,Matches,244bc2c8
695,Moussa Diaby,fr FRA,MFFW,Leverkusen,de Bundesliga,22,1999,30.7,116,3.79,91,8,10,3,2,2,23,0.75,19,0,2,1,1,0,Matches,aeed5c06
696,Yadaly Diaby,fr FRA,MFFW,Clermont Foot,fr Ligue 1,20,2000,0.7,1,1.34,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5630a6e0
697,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,24,1996,21.6,10,0.46,6,1,1,0,1,1,2,0.09,2,0,0,0,0,0,Matches,d2110326
698,Ibrahim Diakité,gn GUI,MF,Reims,fr Ligue 1,17,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,d8c19a60
699,Abdou Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,25,1996,9.7,6,0.62,6,0,0,0,0,0,2,0.21,2,0,0,0,0,0,Matches,fc62f087
700,Habib Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,26,1995,17.1,33,1.93,24,0,4,4,1,0,8,0.47,4,0,3,1,0,0,Matches,6605d143
701,Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,22,1999,11.4,30,2.64,24,0,4,0,1,1,3,0.26,3,0,0,0,0,0,Matches,11ff3d56
702,Mouhamadou Diarra,sn SEN,MF,Strasbourg,fr Ligue 1,17,2004,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6d0fe035
703,Stéphane Diarra,fr FRA,MFFW,Lorient,fr Ligue 1,22,1998,5.8,31,5.32,16,2,3,6,3,1,3,0.52,0,0,0,1,2,0,Matches,29939a1d
704,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,24,1997,26.7,36,1.35,31,0,0,4,0,1,7,0.26,5,0,0,2,0,0,Matches,31c69ef1
705,Krepin Diatta,sn SEN,MFDF,Monaco,fr Ligue 1,22,1999,3.2,4,1.27,4,0,0,0,0,0,1,0.32,1,0,0,0,0,0,Matches,8104e41e
706,Amadou Diawara,gn GUI,MF,Roma,it Serie A,24,1997,1.9,2,1.06,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,bf309d24
707,Brahim Díaz,es ESP,MF,Milan,it Serie A,21,1999,20.6,77,3.73,60,2,4,3,5,3,10,0.48,7,1,0,2,0,0,Matches,407feb71
708,Javier Díaz,es ESP,GK,Sevilla,es La Liga,24,1997,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,17a1299d
709,Luis Díaz,co COL,FW,Liverpool,eng Premier League,24,1997,10.6,61,5.73,41,0,11,6,2,1,4,0.38,3,0,0,1,0,0,Matches,4a1a9578
710,Víctor Díaz,es ESP,DF,Granada,es La Liga,33,1988,16.7,13,0.78,11,0,0,2,0,0,1,0.06,1,0,0,0,0,0,Matches,3624ce4c
711,Daniel Didavi,de GER,MFFW,Stuttgart,de Bundesliga,31,1990,3.1,10,3.25,7,0,2,0,1,0,1,0.32,1,0,0,0,0,0,Matches,d3096421
712,Bamba Dieng,sn SEN,FWMF,Marseille,fr Ligue 1,21,2000,10.8,20,1.85,11,0,1,4,2,2,5,0.46,1,0,1,0,2,1,Matches,40774c6b
713,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,27,1994,34.1,30,0.88,25,0,0,3,0,2,4,0.12,3,0,0,1,0,0,Matches,ac861941
714,Elhadji Dieye,sn SEN,MFFW,Saint-Étienne,fr Ligue 1,19,2002,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6a04bb7c
715,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,28,1993,14.1,53,3.75,37,14,1,0,1,0,8,0.57,5,2,0,0,1,0,Matches,1b84dbe1
716,Lucas Digne,fr FRA,DF,Everton,eng Premier League,28,1993,13.0,35,2.69,23,9,2,0,1,0,0,0.00,0,0,0,0,0,0,Matches,1b84dbe1
717,Mitchell Dijks,nl NED,DFFW,Bologna,it Serie A,28,1993,7.7,11,1.43,8,2,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,0a3065c8
718,Javairô Dilrosun,nl NED,MFFW,Bordeaux,fr Ligue 1,23,1998,19.2,82,4.26,46,15,11,6,4,0,12,0.62,6,3,2,1,0,0,Matches,34a0f5ff
719,Javairô Dilrosun,nl NED,MF,Hertha BSC,de Bundesliga,23,1998,1.5,1,0.65,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,34a0f5ff
720,Federico Dimarco,it ITA,DF,Inter,it Serie A,23,1997,15.9,89,5.60,42,30,4,10,1,2,8,0.50,3,3,0,2,0,0,Matches,970b8574
721,Landry Dimata,be BEL,FWMF,Espanyol,es La Liga,23,1997,6.0,18,2.98,12,0,2,1,3,0,1,0.17,0,0,0,1,0,0,Matches,b5f63410
722,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,27,1993,30.8,7,0.23,4,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,fc70e345
723,Junior Dina Ebimbe,fr FRA,MF,Paris S-G,fr Ligue 1,20,2000,3.5,3,0.85,3,0,0,0,0,0,1,0.28,1,0,0,0,0,0,Matches,95bb6ddc
724,Tristan Dingomé,cm CMR,MFFW,Troyes,fr Ligue 1,30,1991,12.0,40,3.35,24,10,3,1,2,0,6,0.50,3,1,1,0,1,0,Matches,92b56413
725,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,20,2001,6.4,5,0.78,3,0,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches,6de23ab0
726,Issa Diop,fr FRA,DF,West Ham,eng Premier League,24,1997,10.7,3,0.28,2,0,0,0,0,1,1,0.09,1,0,0,0,0,0,Matches,a712ca2b
727,Sofiane Diop,fr FRA,MFFW,Monaco,fr Ligue 1,21,2000,21.6,77,3.55,49,16,3,2,6,1,11,0.51,9,0,0,1,1,0,Matches,19053e31
728,Andy Diouf,fr FRA,MF,Rennes,fr Ligue 1,18,2003,0.2,1,6.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9b5237b1
729,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,23,1997,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,7f622eef
730,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,23,1998,30.2,15,0.50,11,0,0,2,0,2,0,0.00,0,0,0,0,0,0,Matches,ad82197c
731,Filippo Distefano,it ITA,FW,Fiorentina,it Serie A,17,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2110f96c
732,Matías Dituro,ar ARG,GK,Celta Vigo,es La Liga,34,1987,38.0,2,0.05,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b6160ad0
733,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,21,2000,25.9,25,0.97,17,3,2,0,0,3,3,0.12,1,0,2,0,0,0,Matches,b2336681
734,Djené,tg TOG,DF,Getafe,es La Liga,29,1991,34.6,29,0.84,20,1,2,1,2,3,3,0.09,3,0,0,0,0,0,Matches,a4971d84
735,Moussa Djenepo,ml MLI,MF,Southampton,eng Premier League,23,1998,5.1,18,3.54,15,0,1,1,1,0,1,0.20,1,0,0,0,0,0,Matches,254147d4
736,Koffi Djidji,ci CIV,DF,Torino,it Serie A,28,1992,19.3,17,0.88,15,0,0,0,0,2,2,0.10,2,0,0,0,0,0,Matches,933d3b51
737,Alexander Djiku,gh GHA,DF,Strasbourg,fr Ligue 1,26,1994,29.9,35,1.17,31,1,0,2,0,1,5,0.17,4,1,0,0,0,0,Matches,43e7a164
738,Bryan Djile Nokoué,cm CMR,DFMF,Saint-Étienne,fr Ligue 1,19,2002,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,75186a6a
739,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,28,1993,25.1,25,1.00,16,0,1,5,0,3,3,0.12,2,0,0,0,0,1,Matches,6eee05f1
740,Ouparine Djoco,sn SEN,GK,Clermont Foot,fr Ligue 1,23,1998,23.5,2,0.09,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,62124972
741,Naïs Djouahra,fr FRA,MFFW,Real Sociedad,es La Liga,21,1999,2.4,9,3.82,7,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches,3594a357
742,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,29,1992,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ac295d9e
743,Lewis Dobbin,eng ENG,FWMF,Everton,eng Premier League,18,2003,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e814e1cf
744,Matt Doherty,ie IRL,DF,Tottenham,eng Premier League,29,1992,9.7,29,2.98,23,0,1,5,0,0,4,0.41,4,0,0,0,0,0,Matches,d557d734
745,Jeremy Doku,be BEL,MFFW,Rennes,fr Ligue 1,19,2002,5.2,24,4.59,17,0,4,1,2,0,5,0.96,4,0,1,0,0,0,Matches,fffea3e5
746,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,23,1997,16.6,31,1.87,24,0,0,5,2,0,3,0.18,2,0,0,1,0,0,Matches,cc83b74d
747,Jaume Doménech,es ESP,GK,Valencia,es La Liga,30,1990,3.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c9cb972b
748,Brandon Domingues,fr FRA,MFFW,Troyes,fr Ligue 1,21,2000,2.6,6,2.34,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2a00c6c0
749,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,20,2001,3.8,2,0.52,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3521abfe
750,Mario Dominguez,es ESP,FW,Valencia,es La Liga,17,2004,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,d709cd5c
751,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,23,1998,22.4,60,2.68,51,1,0,5,1,2,4,0.18,4,0,0,0,0,0,Matches,20b3a502
752,John Donald,es ESP,DF,Elche,es La Liga,20,2000,2.0,2,1.00,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,5e95c000
753,Lee Dongjun,kr KOR,MFFW,Hertha BSC,de Bundesliga,24,1997,1.3,2,1.51,1,0,0,1,0,0,1,0.76,1,0,0,0,0,0,Matches,96d0b6f0
754,Anastasios Donis,gr GRE,FWMF,Reims,fr Ligue 1,24,1996,4.1,5,1.22,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0f26fd24
755,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,22,1999,17.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,08f5afaa
756,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,23,1998,25.8,41,1.59,25,8,0,1,2,5,3,0.12,3,0,0,0,0,0,Matches,7f73bdf4
757,Gabriel Dos Santos,br BRA,DF,Arsenal,eng Premier League,23,1997,34.0,24,0.70,19,0,0,2,0,3,1,0.03,1,0,0,0,0,0,Matches,67ac5bb8
758,Jodel Dossou,bj BEN,MFFW,Clermont Foot,fr Ligue 1,29,1992,22.3,65,2.92,41,0,13,5,5,1,6,0.27,2,0,3,1,0,0,Matches,a1dbfcb1
759,Lohann Doucet,fr FRA,MFDF,Nantes,fr Ligue 1,18,2002,0.1,1,15.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,dff0c299
760,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,28,1993,28.2,54,1.92,48,0,3,3,0,0,7,0.25,5,0,1,1,0,0,Matches,02b29014
761,Cheick Doucouré,ml MLI,MF,Lens,fr Ligue 1,21,2000,32.7,94,2.87,80,0,3,4,3,4,10,0.31,7,0,0,2,0,1,Matches,ce4f40c7
762,Fodé Doucouré,ml MLI,DFFW,Reims,fr Ligue 1,20,2001,1.7,5,2.92,3,0,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches,1bfe34dc
763,Ismaël Doukouré,fr FRA,DF,Strasbourg,fr Ligue 1,18,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0512a60a
764,Kamory Doumbia,ml MLI,MFFW,Reims,fr Ligue 1,18,2003,3.9,12,3.07,7,2,1,0,1,1,2,0.51,1,0,1,0,0,0,Matches,9226aa22
765,Moussa Doumbia,ml MLI,FW,Reims,fr Ligue 1,26,1994,1.0,3,3.14,2,0,0,1,0,0,2,2.09,2,0,0,0,0,0,Matches,6481421d
766,Souleyman Doumbia,ci CIV,DFFW,Angers,fr Ligue 1,24,1996,24.7,39,1.58,31,1,3,1,3,0,1,0.04,1,0,0,0,0,0,Matches,9daeac61
