Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches,-9999
2100,Ivan Perišić,hr CRO,DF,Inter,it Serie A,32,1989,31.3,118,3.76,98,5,6,4,0,5,13,0.41,11,0,1,1,0,0,Matches,6fe90922
2101,Sonny Perkins,eng ENG,FW,West Ham,eng Premier League,17,2004,0.0,,,,,,,,,,,,,,,,,Matches,87f12e30
2102,Diego Perotti,ar ARG,MFFW,Salernitana,it Serie A,33,1988,3.2,8,2.53,8,0,0,0,0,0,2,0.63,2,0,0,0,0,0,Matches,a40d5a0c
2103,Romain Perraud,fr FRA,DF,Southampton,eng Premier League,23,1997,18.0,24,1.33,19,1,1,2,1,0,3,0.17,3,0,0,0,0,0,Matches,6dfd8f05
2104,Lucas Perrin,fr FRA,DF,Strasbourg,fr Ligue 1,22,1998,27.8,38,1.37,33,1,0,2,0,2,3,0.11,2,0,0,1,0,0,Matches,49070d66
2105,Mario Perrone,it ITA,DF,Salernitana,it Serie A,18,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6cd33e2a
2106,Pavao Pervan,at AUT,GK,Wolfsburg,de Bundesliga,33,1987,6.0,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c89e8aae
2107,Matteo Pessina,it ITA,MF,Atalanta,it Serie A,24,1997,16.0,46,2.88,42,0,2,2,0,0,5,0.31,5,0,0,0,0,0,Matches,780e3631
2108,Andrea Petagna,it ITA,FW,Napoli,it Serie A,26,1995,6.5,14,2.16,10,0,0,1,1,2,1,0.15,1,0,0,0,0,0,Matches,03f946ed
2109,Nils Petersen,de GER,FW,Freiburg,de Bundesliga,32,1988,6.4,12,1.86,9,0,1,0,1,1,0,0.00,0,0,0,0,0,0,Matches,f93e6e94
2110,Danijel Petković,me MNE,GK,Angers,fr Ligue 1,28,1993,15.0,1,0.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b98cea65
2111,Léo Pétrot,fr FRA,DF,Lorient,fr Ligue 1,24,1997,20.2,6,0.30,4,0,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches,00638016
2112,Njegoš Petrović,rs SRB,MF,Granada,es La Liga,22,1999,10.2,20,1.96,14,0,2,2,1,1,3,0.29,2,0,0,1,0,0,Matches,0cb29e91
2113,Jens Petter Hauge,no NOR,MFFW,Eint Frankfurt,de Bundesliga,21,1999,11.6,34,2.95,28,0,2,2,1,1,5,0.43,5,0,0,0,0,0,Matches,12c35abe
2114,Alex Petxa,es ESP,DFMF,Athletic Club,es La Liga,24,1997,4.6,8,1.74,6,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches,97d08e60
2115,Germán Pezzella,ar ARG,DF,Betis,es La Liga,30,1991,22.1,6,0.27,2,0,0,2,1,1,1,0.05,0,0,0,1,0,0,Matches,8c725b43
2116,Giuseppe Pezzella,it ITA,DFMF,Atalanta,it Serie A,23,1997,11.9,12,1.01,9,2,0,1,0,0,2,0.17,1,0,0,1,0,0,Matches,149c5f5d
2117,Immanuel Pherai,nl NED,MF,Dortmund,de Bundesliga,20,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f168d9b9
2118,Maximilian Philipp,de GER,MF,Wolfsburg,de Bundesliga,27,1994,10.7,37,3.46,26,3,2,1,4,1,6,0.56,4,1,1,0,0,0,Matches,061e8e23
2119,Romain Philippoteaux,fr FRA,MF,Brest,fr Ligue 1,33,1988,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f98b15f0
2120,Kalvin Phillips,eng ENG,MF,Leeds United,eng Premier League,25,1995,17.7,33,1.86,23,3,0,2,0,5,4,0.23,3,1,0,0,0,0,Matches,4f565d77
2121,Jaden Philogene Bidace,eng ENG,FW,Aston Villa,eng Premier League,19,2002,0.1,1,18.00,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,19f4d211
2122,Jérôme Phojo,fr FRA,DF,Clermont Foot,fr Ligue 1,28,1993,0.1,1,15.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ff44d058
2123,Krzysztof Piątek,pl POL,FW,Fiorentina,it Serie A,26,1995,8.1,13,1.59,9,0,1,3,0,0,1,0.12,0,0,0,1,0,0,Matches,17f3620a
2124,Krzysztof Piątek,pl POL,FW,Hertha BSC,de Bundesliga,26,1995,3.9,6,1.56,2,0,0,2,2,0,1,0.26,0,0,0,1,0,0,Matches,17f3620a
2125,Pablo Piatti,ar ARG,MFFW,Elche,es La Liga,32,1989,3.5,6,1.74,4,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches,48e89655
2126,Cristiano Piccini,it ITA,DF,Valencia,es La Liga,28,1992,3.6,7,1.96,4,2,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,32c0491f
2127,Roberto Piccoli,it ITA,FW,Genoa,it Serie A,20,2001,2.4,4,1.66,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1cadaf34
2128,Roberto Piccoli,it ITA,FW,Atalanta,it Serie A,20,2001,2.2,5,2.31,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1cadaf34
2129,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,27,1994,35.0,12,0.34,8,4,0,0,0,0,2,0.06,2,0,0,0,0,0,Matches,4806ec67
2130,Jérémy Pied,fr FRA,DFFW,Lille,fr Ligue 1,32,1989,0.1,1,6.92,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a634b9d2
2131,Amos Pieper,de GER,DF,Arminia,de Bundesliga,23,1998,26.4,14,0.53,9,0,0,2,0,3,0,0.00,0,0,0,0,0,0,Matches,526ea7cc
2132,Ronaël Pierre-Gabriel,fr FRA,DF,Brest,fr Ligue 1,23,1998,28.3,51,1.80,39,3,2,2,2,3,3,0.11,3,0,0,0,0,0,Matches,64ba07c0
2133,Erik Pieters,nl NED,DF,Burnley,eng Premier League,32,1988,8.1,12,1.48,8,2,0,1,1,0,1,0.12,1,0,0,0,0,0,Matches,1ef37668
2134,Tomás Pina Isla,es ESP,MF,Alavés,es La Liga,33,1987,16.0,16,1.00,11,0,0,0,5,0,0,0.00,0,0,0,0,0,0,Matches,e54bd0a2
2135,Andrea Pinamonti,it ITA,FW,Empoli,it Serie A,22,1999,31.9,72,2.26,43,0,6,11,12,0,7,0.22,4,0,0,2,1,0,Matches,08aa9cd1
2136,Orbelín Pineda,mx MEX,MFFW,Celta Vigo,es La Liga,25,1996,1.1,7,6.24,5,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches,411fabd7
2137,Ethan Pinnock,jm JAM,DF,Brentford,eng Premier League,28,1993,29.9,30,1.00,22,5,0,2,0,1,4,0.13,2,1,0,1,0,0,Matches,e541326e
2138,Yeremi Pino,es ESP,MFFW,Villarreal,es La Liga,18,2002,18.6,51,2.73,36,0,7,0,7,1,9,0.48,5,0,3,0,1,0,Matches,540ec57b
2139,Carlo Pinsoglio,it ITA,GK,Juventus,it Serie A,31,1990,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f6a06749
2140,Riccardo Pinzi,it ITA,FW,Udinese,it Serie A,17,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5dafcdce
2141,Gerard Piqué,es ESP,DF,Barcelona,es La Liga,34,1987,23.2,24,1.03,18,1,1,4,0,0,6,0.26,3,1,0,2,0,0,Matches,adfc9123
2142,Marko Pjaca,hr CRO,MF,Torino,it Serie A,26,1995,12.8,43,3.38,30,1,6,3,3,0,1,0.08,1,0,0,0,0,0,Matches,2c38b327
2143,Marvin Plattenhardt,de GER,DF,Hertha BSC,de Bundesliga,29,1992,18.2,65,3.57,19,40,1,1,2,2,9,0.49,3,5,0,0,1,0,Matches,f7aa75bd
2144,Alassane Pléa,fr FRA,MFFW,M'Gladbach,de Bundesliga,28,1993,23.0,105,4.57,84,1,7,7,5,1,9,0.39,8,0,0,1,0,0,Matches,bc6bd723
2145,Tommaso Pobega,it ITA,MF,Torino,it Serie A,22,1999,24.9,62,2.49,51,0,0,4,6,1,4,0.16,2,0,0,1,1,0,Matches,55a1cac2
2146,Daniel Podence,pt POR,FWMF,Wolves,eng Premier League,25,1995,16.5,66,4.00,50,0,3,7,4,2,5,0.30,3,0,0,1,0,1,Matches,7fcc71d8
2147,Suf Podgoreanu,il ISR,MF,Spezia,it Serie A,19,2002,1.3,4,3.21,3,0,1,0,0,0,2,1.61,1,0,1,0,0,0,Matches,d697a2d0
2148,Paul Pogba,fr FRA,MF,Manchester Utd,eng Premier League,28,1993,15.0,57,3.80,45,1,6,1,4,0,11,0.73,10,1,0,0,0,0,Matches,867239d3
2149,Joel Pohjanpalo,fi FIN,FW,Leverkusen,de Bundesliga,26,1994,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ea003d07
2150,Matteo Politano,it ITA,MFFW,Napoli,it Serie A,27,1993,18.3,73,3.98,40,13,7,5,7,1,8,0.44,7,0,1,0,0,0,Matches,5e861944
2151,Julian Pollersbeck,de GER,GK,Lyon,fr Ligue 1,26,1994,4.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,d6f6ce93
2152,Sebastian Polter,de GER,FW,Bochum,de Bundesliga,30,1991,26.0,55,2.12,40,0,2,3,10,0,3,0.12,1,0,0,0,2,0,Matches,3745e8bd
2153,Ezequiel Ponce,ar ARG,FW,Elche,es La Liga,24,1997,7.4,20,2.70,13,0,3,3,0,1,2,0.27,1,0,1,0,0,0,Matches,ccbbe661
2154,Marin Pongračić,hr CRO,DF,Dortmund,de Bundesliga,23,1997,9.2,3,0.33,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2a6cd437
2155,Pere Pons,es ESP,MF,Alavés,es La Liga,28,1993,15.2,21,1.38,15,0,2,0,2,2,0,0.00,0,0,0,0,0,0,Matches,29b61deb
2156,Nick Pope,eng ENG,GK,Burnley,eng Premier League,29,1992,36.0,8,0.22,4,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4b40d9ca
2157,Manolo Portanova,it ITA,MF,Genoa,it Serie A,21,2000,14.7,29,1.97,12,7,3,4,1,2,0,0.00,0,0,0,0,0,0,Matches,c8c0dccd
2158,Portu,es ESP,MFFW,Real Sociedad,es La Liga,29,1992,17.7,37,2.09,30,3,0,2,2,0,4,0.23,3,0,0,0,1,0,Matches,1bda5842
2159,Stefan Posch,at AUT,DF,Hoffenheim,de Bundesliga,24,1997,24.4,9,0.37,8,0,0,0,0,1,1,0.04,1,0,0,0,0,0,Matches,7f609bfc
2160,Sergio Postigo,es ESP,DF,Levante,es La Liga,32,1988,9.4,4,0.42,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,474ecac8
2161,Yussuf Poulsen,dk DEN,FWMF,RB Leipzig,de Bundesliga,27,1994,12.0,30,2.50,20,0,1,3,5,1,6,0.50,4,0,0,0,2,0,Matches,d2416c2e
2162,Gaëtan Poussin,fr FRA,GK,Bordeaux,fr Ligue 1,22,1999,13.0,2,0.15,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c252c705
2163,Darío Poveda,es ESP,FWMF,Getafe,es La Liga,24,1997,4.2,11,2.61,10,0,0,0,0,1,2,0.47,2,0,0,0,0,0,Matches,cbdf7d5c
2164,José Pozo,es ESP,MFDF,Rayo Vallecano,es La Liga,25,1996,0.8,9,11.10,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,fc8b614b
2165,Dennis Praet,be BEL,MF,Torino,it Serie A,27,1994,17.1,50,2.92,42,1,3,2,2,0,4,0.23,3,0,0,1,0,0,Matches,86695068
2166,Mateusz Praszelik,pl POL,MF,Hellas Verona,it Serie A,20,2000,0.3,1,3.60,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ec6773f5
2167,Abdón Prats,es ESP,FW,Mallorca,es La Liga,28,1992,7.1,18,2.53,12,1,0,2,2,1,1,0.14,0,0,0,1,0,0,Matches,d1b060e2
2168,Sanjin Prcić,ba BIH,MF,Strasbourg,fr Ligue 1,27,1993,24.3,64,2.63,45,9,1,7,2,0,4,0.16,4,0,0,0,0,0,Matches,51c30111
2169,Nicolas de Préville,fr FRA,FWMF,Metz,fr Ligue 1,30,1991,21.9,66,3.02,31,13,8,3,10,1,5,0.23,3,0,1,0,1,0,Matches,b0547a87
2170,Isaac Price,nir NIR,MF,Everton,eng Premier League,17,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b9403c99
2171,Manuel Prietl,at AUT,MF,Arminia,de Bundesliga,29,1991,23.6,30,1.27,19,0,6,2,0,3,4,0.17,4,0,0,0,0,0,Matches,901c0f97
2172,Alejandro Primo,es ESP,GK,Levante,es La Liga,17,2004,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f38284bb
2173,Grischa Prömel,de GER,MF,Union Berlin,de Bundesliga,26,1995,26.9,41,1.52,34,0,0,3,3,1,5,0.19,4,0,0,1,0,0,Matches,924f9191
2174,Nick Proschwitz,de GER,FW,Hoffenheim,de Bundesliga,34,1986,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9cf4fd68
2175,Ivan Provedel,it ITA,GK,Spezia,it Serie A,27,1994,30.7,2,0.07,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches,277da414
2176,Javi Puado,es ESP,MFFW,Espanyol,es La Liga,23,1998,24.9,44,1.76,34,1,3,3,2,1,3,0.12,2,0,1,0,0,0,Matches,2683eda7
2177,Pubill,es ESP,DFMF,Levante,es La Liga,18,2003,5.7,14,2.46,10,1,1,2,0,0,2,0.35,1,0,0,1,0,0,Matches,365113c0
2178,Antonio Puertas,es ESP,MFFW,Granada,es La Liga,29,1992,25.1,46,1.83,32,3,6,1,3,1,6,0.24,4,0,1,0,0,1,Matches,c77a8043
2179,Riqui Puig,es ESP,MF,Barcelona,es La Liga,21,1999,5.4,24,4.44,22,0,1,1,0,0,3,0.56,1,0,1,1,0,0,Matches,f090a37a
2180,Teemu Pukki,fi FIN,FW,Norwich City,eng Premier League,31,1990,36.1,63,1.74,39,0,8,3,12,1,4,0.11,3,0,0,0,1,0,Matches,0745b37d
2181,Erick Pulgar,cl CHI,MF,Fiorentina,it Serie A,27,1994,3.8,11,2.90,8,3,0,0,0,0,2,0.53,2,0,0,0,0,0,Matches,4611e028
2182,Christian Pulisic,us USA,MFFW,Chelsea,eng Premier League,22,1998,14.3,35,2.44,23,0,1,4,6,1,4,0.28,3,0,0,1,0,0,Matches,1bf33a9a
2183,Afimico Pululu,fr FRA,FWMF,Greuther Fürth,de Bundesliga,22,1999,0.8,2,2.57,0,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches,32c016f8
2184,Ignacio Pussetto,ar ARG,FWMF,Udinese,it Serie A,25,1995,13.4,37,2.76,22,0,4,4,5,2,7,0.52,4,0,1,0,1,1,Matches,62437b4f
2185,Niklas Pyyhtiä,fi FIN,MF,Bologna,it Serie A,17,2003,0.2,1,4.74,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,88f53b75
2186,Przemysław Płacheta,pl POL,MFFW,Norwich City,eng Premier League,23,1998,5.6,16,2.85,6,2,4,0,4,0,0,0.00,0,0,0,0,0,0,Matches,3c33f9d9
2187,Yacine Qasmi,ma MAR,FW,Rayo Vallecano,es La Liga,30,1991,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3b3cbebb
2188,Fabio Quagliarella,it ITA,FW,Sampdoria,it Serie A,38,1983,18.5,49,2.65,35,0,5,6,2,1,8,0.43,7,0,1,0,0,0,Matches,ee4f2f3b
2189,Quini,es ESP,DF,Granada,es La Liga,31,1989,25.6,38,1.49,24,3,3,1,0,7,5,0.20,2,0,0,0,0,3,Matches,7a538238
2190,Dani Raba,es ESP,MFFW,Villarreal,es La Liga,25,1995,1.0,6,6.07,4,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ea6a7ab4
2191,Dani Raba,es ESP,MF,Granada,es La Liga,25,1995,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ea6a7ab4
2192,Adrien Rabiot,fr FRA,MF,Juventus,it Serie A,26,1995,25.4,46,1.81,34,0,5,3,2,2,3,0.12,3,0,0,0,0,0,Matches,8794e251
2193,Uroš Račić,rs SRB,MF,Valencia,es La Liga,23,1998,13.4,28,2.09,19,1,2,1,3,2,1,0.07,1,0,0,0,0,0,Matches,faed84db
2194,Nemanja Radoja,rs SRB,MF,Levante,es La Liga,28,1993,13.5,15,1.11,11,1,1,0,1,1,2,0.15,2,0,0,0,0,0,Matches,b5dd3469
2195,Nemanja Radonjić,rs SRB,FW,Marseille,fr Ligue 1,25,1996,0.2,2,10.00,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0630eb63
2196,Ivan Radovanović,rs SRB,DFMF,Salernitana,it Serie A,32,1988,11.7,14,1.20,12,0,0,2,0,0,1,0.09,0,0,0,1,0,0,Matches,023937a9
2197,Ionuț Radu,ro ROU,GK,Inter,it Serie A,24,1997,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,67f649be
2198,Ștefan Radu,ro ROU,DF,Lazio,it Serie A,34,1986,6.2,2,0.32,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,53de807a
2199,Boris Radunović,rs SRB,GK,Cagliari,it Serie A,25,1996,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0dfce079
2200,Sidney Raebiger,de GER,MF,RB Leipzig,de Bundesliga,16,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a8090a41
2201,Rafinha,br BRA,MF,Real Sociedad,es La Liga,28,1993,11.7,34,2.91,24,2,1,1,4,2,1,0.09,0,0,0,0,1,0,Matches,0c2ac3cb
2202,Rafinha,br BRA,FWMF,Paris S-G,fr Ligue 1,28,1993,2.4,8,3.27,4,0,1,0,1,2,0,0.00,0,0,0,0,0,0,Matches,0c2ac3cb
2203,Antonio Raillo,es ESP,DF,Mallorca,es La Liga,29,1991,17.0,7,0.41,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b857bd29
2204,Antonio Raimondo,it ITA,FW,Bologna,it Serie A,17,2004,0.8,1,1.22,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ce1a6c7e
2205,Predrag Rajković,rs SRB,GK,Reims,fr Ligue 1,25,1995,38.0,8,0.21,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,58ad9383
2206,Jesuran Rak Sakyi,eng ENG,FWMF,Crystal Palace,eng Premier League,18,2002,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,45685411
2207,Ivan Rakitić,hr CRO,MF,Sevilla,es La Liga,33,1988,24.2,84,3.47,47,28,0,5,3,1,10,0.41,5,4,0,1,0,0,Matches,89f951b5
2208,Diant Ramaj,de GER,GK,Eint Frankfurt,de Bundesliga,19,2001,1.0,2,2.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b90c4a43
2209,Jonás Ramalho,es ESP,DF,Osasuna,es La Liga,28,1993,2.7,2,0.74,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,be3a0121
2210,Adil Rami,fr FRA,DF,Troyes,fr Ligue 1,35,1985,13.0,5,0.38,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8dbff17c
2211,Sandro Ramírez,es ESP,FW,Getafe,es La Liga,26,1995,16.2,54,3.32,30,4,6,7,7,0,1,0.06,1,0,0,0,0,0,Matches,833fb62e
2212,Guilherme Ramos,pt POR,DF,Arminia,de Bundesliga,23,1997,10.1,4,0.40,4,0,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches,df9c3473
2213,Sergio Ramos,es ESP,DF,Paris S-G,fr Ligue 1,35,1986,8.9,7,0.79,5,0,0,2,0,0,1,0.11,0,0,0,1,0,0,Matches,08511d65
2214,Aaron Ramsdale,eng ENG,GK,Arsenal,eng Premier League,23,1998,34.0,1,0.03,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,466fb2c5
2215,Aaron Ramsey,wls WAL,MF,Juventus,it Serie A,30,1990,1.1,2,1.84,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ef619b0b
2216,Jacob Ramsey,eng ENG,MF,Aston Villa,eng Premier League,20,2001,27.4,74,2.70,54,0,7,2,9,2,5,0.18,4,0,0,1,0,0,Matches,1544f145
2217,Luca Ranieri,it ITA,DF,Salernitana,it Serie A,22,1999,23.4,23,0.98,20,2,0,1,0,0,1,0.04,1,0,0,0,0,0,Matches,8c63fae5
2218,Andrea Ranocchia,it ITA,DF,Inter,it Serie A,33,1988,3.8,4,1.06,4,0,0,0,0,0,1,0.26,1,0,0,0,0,0,Matches,539230cf
2219,Raphinha,br BRA,MFFW,Leeds United,eng Premier League,24,1996,32.4,136,4.20,75,25,15,9,8,4,10,0.31,5,0,2,0,2,1,Matches,3423f250
2220,Tobias Raschl,de GER,MF,Greuther Fürth,de Bundesliga,21,2000,6.6,6,0.90,4,1,1,0,0,0,1,0.15,1,0,0,0,0,0,Matches,bd992863
2221,Elba Rashani,xk KVX,MFFW,Clermont Foot,fr Ligue 1,28,1993,19.5,34,1.74,27,0,3,2,2,0,5,0.26,4,0,1,0,0,0,Matches,25749008
2222,Marcus Rashford,eng ENG,MFFW,Manchester Utd,eng Premier League,23,1997,13.7,28,2.04,17,0,5,2,4,0,3,0.22,3,0,0,0,0,0,Matches,a1d5bd30
2223,Milot Rashica,xk KVX,MFFW,Norwich City,eng Premier League,25,1996,24.8,67,2.70,37,14,4,4,6,2,5,0.20,4,1,0,0,0,0,Matches,6c6a3300
2224,Giacomo Raspadori,it ITA,MFFW,Sassuolo,it Serie A,21,2000,30.4,104,3.41,75,7,10,5,6,1,14,0.46,8,0,5,0,1,0,Matches,6e058f06
2225,Raúl,es ESP,MFDF,Betis,es La Liga,20,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,18f0a9f0
2226,David Raum,de GER,DFFW,Hoffenheim,de Bundesliga,23,1998,30.6,145,4.73,92,41,4,4,2,2,22,0.72,17,2,1,1,0,1,Matches,7d450ed3
2227,Nicola Ravaglia,it ITA,GK,Sampdoria,it Serie A,32,1988,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,d7a35008
2228,David Raya,es ESP,GK,Brentford,eng Premier League,25,1995,24.0,7,0.29,6,1,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches,98ea5115
2229,Ante Rebić,hr CRO,MFFW,Milan,it Serie A,27,1993,9.9,51,5.16,36,0,4,7,3,1,2,0.20,2,0,0,0,0,0,Matches,536cebe5
2230,Arkadiusz Reca,pl POL,DF,Spezia,it Serie A,26,1995,19.7,29,1.47,22,3,2,0,1,1,3,0.15,2,1,0,0,0,0,Matches,6213fd82
2231,Lluís Recasens,es ESP,DF,Espanyol,es La Liga,19,2002,0.5,2,4.00,0,0,0,0,0,2,2,4.00,0,0,0,0,0,2,Matches,c31ea173
2232,Nathan Redmond,eng ENG,MFFW,Southampton,eng Premier League,27,1994,20.4,73,3.58,62,4,0,5,2,0,8,0.39,6,1,0,0,1,0,Matches,ab651565
2233,Sergio Reguilón,es ESP,DFMF,Tottenham,eng Premier League,24,1996,21.3,59,2.77,43,2,4,4,3,3,6,0.28,5,0,0,0,0,1,Matches,3353737a
2234,Manolo Reina,es ESP,GK,Mallorca,es La Liga,36,1985,21.0,7,0.33,4,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,605eb473
2235,Pepe Reina,es ESP,GK,Lazio,it Serie A,38,1982,15.0,2,0.13,2,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches,e358587b
2236,Jeff Reine-Adélaïde,fr FRA,MFDF,Lyon,fr Ligue 1,23,1998,2.2,13,5.91,12,1,0,0,0,0,2,0.91,2,0,0,0,0,0,Matches,d504b3e1
2237,Reinier,br BRA,MFFW,Dortmund,de Bundesliga,19,2002,1.8,3,1.67,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,6b21b7b5
2238,Karim Rekik,nl NED,DF,Sevilla,es La Liga,26,1994,12.2,16,1.31,14,0,0,0,1,1,2,0.16,2,0,0,0,0,0,Matches,3376a776
2239,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,26,1995,35.0,7,0.20,4,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,374ee424
2240,Panagiotis Retsos,gr GRE,DF,Hellas Verona,it Serie A,22,1998,0.6,1,1.73,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4bd00a50
2241,Panagiotis Retsos,gr GRE,DFMF,Leverkusen,de Bundesliga,22,1998,0.4,1,2.81,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4bd00a50
2242,Marco Reus,de GER,MFFW,Dortmund,de Bundesliga,32,1989,27.8,103,3.70,76,9,1,5,10,2,25,0.90,17,1,1,1,4,1,Matches,36a3ff67
2243,Elvis Rexhbeçaj,de GER,MF,Bochum,de Bundesliga,23,1997,28.2,50,1.77,34,5,1,2,8,0,4,0.14,3,0,0,0,1,0,Matches,1ae836b1
2244,Gio Reyna,us USA,MF,Dortmund,de Bundesliga,18,2002,4.9,20,4.09,12,7,1,0,0,0,1,0.20,0,1,0,0,0,0,Matches,7fa4e703
2245,Bryan Reynolds,us USA,DF,Roma,it Serie A,20,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2306bf5c
2246,Nico Ribaudo,es ESP,MF,Espanyol,es La Liga,20,2001,12.4,35,2.83,22,3,2,3,4,1,1,0.08,1,0,0,0,0,0,Matches,ce8039aa
2247,Tiago Ribeiro,pt POR,MF,Monaco,fr Ligue 1,19,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,507d7569
2248,Franck Ribéry,fr FRA,MFFW,Salernitana,it Serie A,38,1983,15.8,62,3.92,46,5,3,2,5,1,5,0.32,3,1,0,0,1,0,Matches,f61c7c4e
2249,Samuele Ricci,it ITA,MF,Torino,it Serie A,19,2001,8.0,14,1.74,12,1,0,1,0,0,1,0.12,0,0,0,1,0,0,Matches,9823be92
2250,Samuele Ricci,it ITA,MF,Empoli,it Serie A,19,2001,17.0,28,1.65,21,1,0,1,3,2,4,0.24,4,0,0,0,0,0,Matches,9823be92
2251,Declan Rice,eng ENG,MF,West Ham,eng Premier League,22,1999,35.3,79,2.24,67,0,4,3,0,5,9,0.25,9,0,0,0,0,0,Matches,1c7012b8
2252,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21,2000,14.5,12,0.83,10,0,0,1,0,1,6,0.41,5,0,0,0,0,1,Matches,0a3d6d2b
2253,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0a3d6d2b
2254,Omar Richards,eng ENG,DF,Bayern Munich,de Bundesliga,23,1998,4.9,11,2.26,7,1,1,0,2,0,0,0.00,0,0,0,0,0,0,Matches,f9b1b7bf
